metric_group,scenario,meal_rest_prems_credit,other_credit,metric_label,source,expr,extrap_expr,digits,denom,no_year_breakdown
PAGA - Wage Statement (226),waivers,TRUE,TRUE,"PAGA wage statement penalties total, after credits (less premiums paid; waivers) $",pp_data1,"sum(PAGA_226_penalties_less_prems_and_credits_w, na.rm=TRUE)","(sum(PAGA_226_penalties_less_prems_and_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Wage Statement (226),hybrid,FALSE,TRUE,"Employees with PAGA wage statement penalties, after credits (hybrid)",pp_data1,"uniqueN(ID[PAGA_226_penalties_less_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_226_penalties_less_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Wage Statement (226),hybrid,FALSE,TRUE,"Pay periods with PAGA wage statement penalties, after credits (hybrid)",pp_data1,"sum(PAGA_226_flag_less_credits_h, na.rm=TRUE)","(sum(PAGA_226_flag_less_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Wage Statement (226),hybrid,FALSE,TRUE,"PAGA wage statement penalties total, after credits (hybrid) $",pp_data1,"sum(PAGA_226_penalties_less_credits_h, na.rm=TRUE)","(sum(PAGA_226_penalties_less_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Wage Statement (226),hybrid,TRUE,TRUE,"Employees with PAGA wage statement penalties, after credits (less premiums paid; hybrid)",pp_data1,"uniqueN(ID[PAGA_226_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_226_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Wage Statement (226),hybrid,TRUE,TRUE,"Pay periods with PAGA wage statement penalties, after credits (less premiums paid; hybrid)",pp_data1,"sum(PAGA_226_flag_less_prems_and_credits_h, na.rm=TRUE)","(sum(PAGA_226_flag_less_prems_and_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Wage Statement (226),hybrid,TRUE,TRUE,"PAGA wage statement penalties total, after credits (less premiums paid; hybrid) $",pp_data1,"sum(PAGA_226_penalties_less_prems_and_credits_h, na.rm=TRUE)","(sum(PAGA_226_penalties_less_prems_and_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,FALSE,Employees with PAGA waiting time penalties (no waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,FALSE,Pay periods with PAGA waiting time penalties (no waivers),pp_data1,"sum(PAGA_203_flag, na.rm=TRUE)","(sum(PAGA_203_flag, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,FALSE,PAGA waiting time penalties total (no waivers) $,pp_data1,"sum(PAGA_203_penalties, na.rm=TRUE)","(sum(PAGA_203_penalties, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,FALSE,Employees with PAGA waiting time penalties (less premiums paid; no waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,FALSE,Pay periods with PAGA waiting time penalties (less premiums paid; no waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,FALSE,PAGA waiting time penalties total (less premiums paid; no waivers) $,pp_data1,"sum(PAGA_203_penalties_less_prems, na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,FALSE,Employees with PAGA waiting time penalties (hybrid),pp_data1,"uniqueN(ID[PAGA_203_penalties_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,FALSE,Pay periods with PAGA waiting time penalties (hybrid),pp_data1,"uniqueN(ID[PAGA_203_penalties_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_h > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,FALSE,PAGA waiting time penalties total (hybrid) $,pp_data1,"sum(PAGA_203_penalties_h, na.rm=TRUE)","(sum(PAGA_203_penalties_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,FALSE,Employees with PAGA waiting time penalties (less premiums paid; hybrid),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,FALSE,Pay periods with PAGA waiting time penalties (less premiums paid; hybrid),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_h > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,FALSE,PAGA waiting time penalties total (less premiums paid; hybrid) $,pp_data1,"sum(PAGA_203_penalties_less_prems_h, na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),waivers,FALSE,FALSE,Employees with PAGA waiting time penalties (waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),waivers,FALSE,FALSE,Pay periods with PAGA waiting time penalties (waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_w > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),waivers,FALSE,FALSE,PAGA waiting time penalties total (waivers) $,pp_data1,"sum(PAGA_203_penalties_w, na.rm=TRUE)","(sum(PAGA_203_penalties_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),waivers,TRUE,FALSE,Employees with PAGA waiting time penalties (less premiums paid; waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),waivers,TRUE,FALSE,Pay periods with PAGA waiting time penalties (less premiums paid; waivers),pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_w > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),waivers,TRUE,FALSE,PAGA waiting time penalties total (less premiums paid; waivers) $,pp_data1,"sum(PAGA_203_penalties_less_prems_w, na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,TRUE,"Employees with PAGA waiting time penalties, after credits (no waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (no waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),no waivers,FALSE,TRUE,"PAGA waiting time penalties total, after credits (no waivers) $",pp_data1,"sum(PAGA_203_penalties_less_credits , na.rm=TRUE)","(sum(PAGA_203_penalties_less_credits , na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,TRUE,"Employees with PAGA waiting time penalties, after credits (less premiums paid; no waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (less premiums paid; no waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),no waivers,TRUE,TRUE,"PAGA waiting time penalties total, after credits (less premiums paid; no waivers) $",pp_data1,"sum(PAGA_203_penalties_less_prems_and_credits , na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems_and_credits , na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),waivers,FALSE,TRUE,"Employees with PAGA waiting time penalties, after credits (waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),waivers,FALSE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),waivers,FALSE,TRUE,"PAGA waiting time penalties total, after credits (waivers) $",pp_data1,"sum(PAGA_203_penalties_less_credits_w, na.rm=TRUE)","(sum(PAGA_203_penalties_less_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),waivers,TRUE,TRUE,"Employees with PAGA waiting time penalties, after credits (less premiums paid; waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),waivers,TRUE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (less premiums paid; waivers)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),waivers,TRUE,TRUE,"PAGA waiting time penalties total, after credits (less premiums paid; waivers) $",pp_data1,"sum(PAGA_203_penalties_less_prems_and_credits_w, na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems_and_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,TRUE,"Employees with PAGA waiting time penalties, after credits (hybrid)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (hybrid)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),hybrid,FALSE,TRUE,"PAGA waiting time penalties total, after credits (hybrid) $",pp_data1,"sum(PAGA_203_penalties_less_credits_h, na.rm=TRUE)","(sum(PAGA_203_penalties_less_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,TRUE,"Employees with PAGA waiting time penalties, after credits (less premiums paid; hybrid)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,TRUE,"Pay periods with PAGA waiting time penalties, after credits (less premiums paid; hybrid)",pp_data1,"uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_203_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
PAGA - Waiting Time (203),hybrid,TRUE,TRUE,"PAGA waiting time penalties total, after credits (less premiums paid; hybrid) $",pp_data1,"sum(PAGA_203_penalties_less_prems_and_credits_h, na.rm=TRUE)","(sum(PAGA_203_penalties_less_prems_and_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),no waivers,FALSE,FALSE,Employees with PAGA recordkeeping penalties (no waivers),pp_data1,"uniqueN(ID[PAGA_1174_penalties > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),no waivers,FALSE,FALSE,PAGA recordkeeping penalties total (no waivers) $,pp_data1,"sum(PAGA_1174_penalties, na.rm=TRUE)","(sum(PAGA_1174_penalties, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),no waivers,TRUE,FALSE,Employees with PAGA recordkeeping penalties (less premiums paid; no waivers),pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),no waivers,TRUE,FALSE,PAGA recordkeeping penalties total (less premiums paid; no waivers) $,pp_data1,"sum(PAGA_1174_penalties_less_prems, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),waivers,FALSE,FALSE,Employees with PAGA recordkeeping penalties (waivers),pp_data1,"uniqueN(ID[PAGA_1174_penalties_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),waivers,FALSE,FALSE,PAGA recordkeeping penalties total (waivers) $,pp_data1,"sum(PAGA_1174_penalties_w, na.rm=TRUE)","(sum(PAGA_1174_penalties_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),waivers,TRUE,FALSE,Employees with PAGA recordkeeping penalties (less premiums paid; waivers),pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),waivers,TRUE,FALSE,PAGA recordkeeping penalties total (less premiums paid; waivers) $,pp_data1,"sum(PAGA_1174_penalties_less_prems_w, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),hybrid,FALSE,FALSE,Employees with PAGA recordkeeping penalties (hybrid),pp_data1,"uniqueN(ID[PAGA_1174_penalties_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),hybrid,FALSE,FALSE,PAGA recordkeeping penalties total (hybrid) $,pp_data1,"sum(PAGA_1174_penalties_h, na.rm=TRUE)","(sum(PAGA_1174_penalties_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),hybrid,TRUE,FALSE,Employees with PAGA recordkeeping penalties (less premiums paid; hybrid),pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),hybrid,TRUE,FALSE,PAGA recordkeeping penalties total (less premiums paid; hybrid) $,pp_data1,"sum(PAGA_1174_penalties_less_prems_h, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),no waivers,FALSE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (no waivers)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_credits > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),no waivers,FALSE,TRUE,"PAGA recordkeeping penalties total, after credits (no waivers) $",pp_data1,"sum(PAGA_1174_penalties_less_credits , na.rm=TRUE)","(sum(PAGA_1174_penalties_less_credits , na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),no waivers,TRUE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (less premiums paid; no waivers)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),no waivers,TRUE,TRUE,"PAGA recordkeeping penalties total, after credits (less premiums paid; no waivers) $",pp_data1,"sum(PAGA_1174_penalties_less_prems_and_credits , na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems_and_credits , na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),waivers,FALSE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (waivers)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),waivers,FALSE,TRUE,"PAGA recordkeeping penalties total, after credits (waivers) $",pp_data1,"sum(PAGA_1174_penalties_less_credits_w, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),waivers,TRUE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (less premiums paid; waivers)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits_w > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),waivers,TRUE,TRUE,"PAGA recordkeeping penalties total, after credits (less premiums paid; waivers) $",pp_data1,"sum(PAGA_1174_penalties_less_prems_and_credits_w, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems_and_credits_w, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),hybrid,FALSE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (hybrid)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),hybrid,FALSE,TRUE,"PAGA recordkeeping penalties total, after credits (hybrid) $",pp_data1,"sum(PAGA_1174_penalties_less_credits_h, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Recordkeeping (1174.1),hybrid,TRUE,TRUE,"Employees with PAGA recordkeeping penalties, after credits (less premiums paid; hybrid)",pp_data1,"uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1174_penalties_less_prems_and_credits_h > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Recordkeeping (1174.1),hybrid,TRUE,TRUE,"PAGA recordkeeping penalties total, after credits (less premiums paid; hybrid) $",pp_data1,"sum(PAGA_1174_penalties_less_prems_and_credits_h, na.rm=TRUE)","(sum(PAGA_1174_penalties_less_prems_and_credits_h, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",2,,TRUE
PAGA - Min Wage (1197.1),no waivers,FALSE,FALSE,Employees with PAGA min wage penalties (no waivers),pp_data1,"uniqueN(ID[PAGA_1197_1_penalties > 0 ], na.rm=TRUE)","(uniqueN(ID[PAGA_1197_1_penalties > 0 ], na.rm=TRUE) / uniqueN(ID[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_ees",0,pp_paga_employees,TRUE
PAGA - Min Wage (1197.1),no waivers,FALSE,FALSE,Pay periods with PAGA min wage penalties (no waivers),pp_data1,"sum(PAGA_1197_1_flag, na.rm=TRUE)","(sum(PAGA_1197_1_flag, na.rm=TRUE) / uniqueN(ID_Period_End[in_PAGA_period==1], na.rm=TRUE)) * extrap_paga_pps",0,pp_paga_pay_periods,TRUE
